BR_CerM,BR_CerMID,BR_Chan,BR_Inst,BR_InstCh,FP_elect,FP_electCNT,FP_ref,FP_shank,FP_shfh_p,FP_shfh_r,FP_shfh_t,FP_shfh_x,FP_shfh_y,FP_shfh_z,FP_shs_r,FP_shs_s,HP_elect,HP_ref,OM_ch,OM_con,OM_pin,OM_ref
6,4,741,6,101,36,540,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,741,-99,5,24,22,-99
6,4,737,6,97,37,541,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,737,-99,1,24,20,-99
6,1,733,6,29,38,542,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,733,-99,29,23,34,-99
6,4,753,6,113,39,543,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,753,-99,17,24,28,-99
6,4,757,6,117,40,544,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,757,-99,21,24,30,-99
6,4,761,6,121,41,545,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,761,-99,25,24,32,-99
6,4,765,6,125,42,546,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,765,-99,29,24,34,-99
3,4,274,3,114,43,547,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,274,-99,18,9,10,-99
3,4,270,3,110,44,548,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,270,-99,14,9,8,-99
3,4,266,3,106,45,549,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,266,-99,10,9,6,-99
3,4,262,3,102,46,550,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,262,-99,6,9,4,-99
3,4,258,3,98,47,551,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,258,-99,2,9,2,-99
3,4,260,3,100,48,552,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,260,-99,4,9,3,-99
3,4,264,3,104,49,553,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,264,-99,8,9,5,-99
3,4,268,3,108,50,554,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,268,-99,12,9,7,-99
3,4,272,3,112,51,555,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,272,-99,16,9,9,-99
6,4,767,6,127,52,556,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,767,-99,31,24,35,-99
6,4,763,6,123,53,557,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,763,-99,27,24,33,-99
6,4,759,6,119,54,558,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,759,-99,23,24,31,-99
6,4,755,6,115,55,559,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,755,-99,19,24,29,-99
6,4,751,6,111,56,560,-99,10,4,1.00008547766179,120,-0.034881218182198,0.0604160421214623,0.997649319702331,1,120,751,-99,15,24,27,-99
-99,-99,-99,-99,-99,-99,-99,1,11,-99,-99,-99,-99,-99,-99,2,105,,,,9,,
6,1,708,6,4,1,561,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,708,-99,4,23,3,-99
6,2,704,6,64,2,562,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,704,-99,0,22,16,-99
6,2,700,6,60,3,563,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,700,-99,28,22,14,-99
6,1,716,6,12,4,564,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,716,-99,12,23,6,-99
6,1,720,6,16,5,565,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,720,-99,16,23,8,-99
6,1,724,6,20,6,566,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,724,-99,20,23,10,-99
6,1,728,6,24,7,567,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,728,-99,24,23,12,-99
6,1,732,6,28,8,568,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,732,-99,28,23,14,-99
3,1,307,3,19,9,569,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,307,-99,19,10,29,-99
3,1,303,3,15,10,570,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,303,-99,15,10,27,-99
3,1,299,3,11,11,571,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,299,-99,11,10,25,-99
3,1,295,3,7,12,572,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,295,-99,7,10,23,-99
3,1,293,3,5,13,573,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,293,-99,5,10,22,-99
3,1,297,3,9,14,574,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,297,-99,9,10,24,-99
3,1,301,3,13,15,575,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,301,-99,13,10,26,-99
3,1,305,3,17,16,576,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,305,-99,17,10,28,-99
3,1,309,3,21,17,577,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,309,-99,21,10,30,-99
6,1,730,6,26,18,578,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,730,-99,26,23,13,-99
6,1,726,6,22,19,579,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,726,-99,22,23,11,-99
6,1,722,6,18,20,580,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,722,-99,18,23,9,-99
6,1,718,6,14,21,581,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,718,-99,14,23,7,-99
6,1,734,6,30,22,582,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,734,-99,30,23,15,-99
6,4,738,6,98,23,583,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,738,-99,2,24,2,-99
6,4,742,6,102,24,584,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,742,-99,6,24,4,-99
6,4,746,6,106,25,585,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,746,-99,10,24,6,-99
6,4,750,6,110,26,586,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,750,-99,14,24,8,-99
3,1,289,3,1,27,587,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,289,-99,1,10,20,-99
3,4,285,3,125,28,588,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,285,-99,29,9,33,-99
6,1,705,6,1,29,589,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,705,-99,1,23,20,-99
6,2,701,6,61,30,590,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,701,-99,29,22,34,-99
6,2,697,6,57,31,591,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,697,-99,25,22,32,-99
6,1,717,6,13,32,592,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,717,-99,13,23,26,-99
6,1,721,6,17,33,593,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,721,-99,17,23,28,-99
6,1,725,6,21,34,594,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,725,-99,21,23,30,-99
6,1,729,6,25,35,595,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,729,-99,25,23,32,-99
3,1,310,3,22,36,596,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,310,-99,22,10,12,-99
3,1,306,3,18,37,597,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,306,-99,18,10,10,-99
3,1,302,3,14,38,598,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,302,-99,14,10,8,-99
3,1,298,3,10,39,599,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,298,-99,10,10,6,-99
3,1,294,3,6,40,600,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,294,-99,6,10,4,-99
3,1,296,3,8,41,601,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,296,-99,8,10,5,-99
3,1,300,3,12,42,602,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,300,-99,12,10,7,-99
3,1,304,3,16,43,603,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,304,-99,16,10,9,-99
3,1,308,3,20,44,604,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,308,-99,20,10,11,-99
6,1,731,6,27,45,605,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,731,-99,27,23,33,-99
6,1,727,6,23,46,606,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,727,-99,23,23,31,-99
6,1,723,6,19,47,607,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,723,-99,19,23,29,-99
6,1,719,6,15,48,608,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,719,-99,15,23,27,-99
6,1,715,6,11,49,609,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,715,-99,11,23,25,-99
6,1,735,6,31,50,610,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,735,-99,31,23,35,-99
6,4,739,6,99,51,611,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,739,-99,3,24,21,-99
6,4,743,6,103,52,612,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,743,-99,7,24,23,-99
6,4,747,6,107,53,613,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,747,-99,11,24,25,-99
3,1,292,3,4,54,614,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,292,-99,4,10,3,-99
3,4,288,3,128,55,615,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,288,-99,0,9,17,-99
3,4,284,3,124,56,616,-99,11,10.5,1.00286083294136,105,-0.0473009588087846,0.176529581521107,0.98606783559327,2,105,284,-99,28,9,15,-99
-99,-99,-99,-99,-99,-99,-99,1,12,-99,-99,-99,-99,-99,-99,1,240,,,,23,,
3,2,343,3,55,1,617,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,343,-99,23,11,31,-99
3,2,339,3,51,2,618,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,339,-99,19,11,29,-99
3,2,335,3,47,3,619,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,335,-99,15,11,27,-99
3,2,331,3,43,4,620,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,331,-99,11,11,25,-99
3,2,332,3,44,5,621,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,332,-99,12,11,7,-99
3,2,329,3,41,6,622,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,329,-99,9,11,24,-99
3,2,333,3,45,7,623,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,333,-99,13,11,26,-99
3,2,337,3,49,8,624,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,337,-99,17,11,28,-99
3,2,341,3,53,9,625,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,341,-99,21,11,30,-99
3,2,345,3,57,10,626,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,345,-99,25,11,32,-99
6,2,694,6,54,11,627,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,694,-99,22,22,12,-99
6,2,690,6,50,12,628,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,690,-99,18,22,10,-99
6,2,686,6,46,13,629,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,686,-99,14,22,8,-99
6,2,682,6,42,14,630,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,682,-99,10,22,6,-99
6,2,698,6,58,15,631,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,698,-99,26,22,13,-99
6,2,702,6,62,16,632,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,702,-99,30,22,15,-99
6,1,706,6,2,17,633,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,706,-99,2,23,2,-99
6,1,710,6,6,18,634,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,710,-99,6,23,4,-99
6,1,714,6,10,19,635,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,714,-99,10,23,5,-99
3,2,325,3,37,20,636,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,325,-99,5,11,22,-99
3,2,321,3,33,21,637,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,321,-99,1,11,20,-99
3,1,317,3,29,22,638,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,317,-99,29,10,34,-99
3,1,313,3,25,23,639,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,313,-99,25,10,32,-99
3,1,311,3,23,24,640,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,311,-99,23,10,31,-99
3,1,315,3,27,25,641,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,315,-99,27,10,33,-99
3,1,319,3,31,26,642,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,319,-99,31,10,35,-99
3,2,323,3,35,27,643,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,323,-99,3,11,21,-99
3,2,327,3,39,28,644,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,327,-99,7,11,23,-99
3,2,346,3,58,29,645,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,346,-99,26,11,14,-99
3,2,342,3,54,30,646,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,342,-99,22,11,12,-99
3,2,338,3,50,31,647,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,338,-99,18,11,10,-99
3,2,334,3,46,32,648,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,334,-99,14,11,8,-99
3,2,330,3,42,33,649,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,330,-99,10,11,6,-99
3,2,336,3,48,34,650,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,336,-99,16,11,9,-99
3,2,340,3,52,35,651,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,340,-99,20,11,11,-99
3,2,344,3,56,36,652,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,344,-99,24,11,13,-99
6,2,695,6,55,37,653,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,695,-99,23,22,31,-99
6,2,691,6,51,38,654,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,691,-99,19,22,29,-99
6,2,687,6,47,39,655,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,687,-99,15,22,27,-99
6,2,683,6,43,40,656,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,683,-99,11,22,25,-99
6,2,679,6,39,41,657,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,679,-99,7,22,23,-99
6,2,699,6,59,42,658,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,699,-99,27,22,33,-99
6,2,703,6,63,43,659,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,703,-99,31,22,35,-99
6,1,707,6,3,44,660,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,707,-99,3,23,21,-99
6,1,711,6,7,45,661,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,711,-99,7,23,23,-99
3,2,328,3,40,46,662,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,328,-99,8,11,5,-99
3,2,324,3,36,47,663,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,324,-99,4,11,3,-99
3,1,320,3,32,48,664,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,320,-99,0,10,17,-99
3,1,316,3,28,49,665,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,316,-99,28,10,15,-99
3,1,312,3,24,50,666,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,312,-99,24,10,13,-99
3,1,314,3,26,51,667,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,314,-99,26,10,14,-99
3,1,318,3,30,52,668,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,318,-99,30,10,16,-99
3,2,322,3,34,53,669,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,322,-99,2,11,2,-99
3,2,326,3,38,54,670,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,326,-99,6,11,4,-99
6,1,713,6,9,55,671,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,713,-99,9,23,24,-99
6,1,709,6,5,56,672,-99,12,4,1.00008547766179,240,-0.034881218182198,-0.0604160421214623,0.997649319702331,1,240,709,-99,5,23,22,-99
-99,-99,-99,-99,-99,-99,-99,1,13,-99,-99,-99,-99,-99,-99,2,135,,,,22,,
3,3,377,3,89,1,673,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,377,-99,25,12,31,-99
3,3,381,3,93,2,674,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,381,-99,29,12,33,-99
6,3,658,6,82,3,675,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,658,-99,18,21,10,-99
6,3,654,6,78,4,676,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,654,-99,14,21,8,-99
6,3,650,6,74,5,677,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,650,-99,10,21,6,-99
6,3,646,6,70,6,678,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,646,-99,6,21,4,-99
6,3,662,6,86,7,679,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,662,-99,22,21,12,-99
6,3,666,6,90,8,680,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,666,-99,26,21,14,-99
6,3,670,6,94,9,681,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,670,-99,30,21,16,-99
6,2,674,6,34,10,682,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,674,-99,2,22,2,-99
6,2,678,6,38,11,683,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,678,-99,6,22,4,-99
3,3,361,3,73,12,684,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,361,-99,9,12,24,-99
3,3,357,3,69,13,685,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,357,-99,5,12,22,-99
3,3,353,3,65,14,686,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,353,-99,1,12,20,-99
3,2,349,3,61,15,687,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,349,-99,29,11,34,-99
3,2,347,3,59,16,688,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,347,-99,27,11,33,-99
3,2,351,3,63,17,689,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,351,-99,31,11,35,-99
3,3,355,3,67,18,690,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,355,-99,3,12,21,-99
3,3,359,3,71,19,691,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,359,-99,7,12,23,-99
3,3,363,3,75,20,692,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,363,-99,11,12,25,-99
6,2,676,6,36,21,693,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,676,-99,4,22,3,-99
6,3,672,6,96,22,694,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,672,-99,0,21,17,-99
6,3,668,6,92,23,695,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,668,-99,28,21,15,-99
6,3,664,6,88,24,696,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,664,-99,24,21,13,-99
6,2,680,6,40,25,697,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,680,-99,8,22,5,-99
6,2,684,6,44,26,698,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,684,-99,12,22,7,-99
6,2,688,6,48,27,699,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,688,-99,16,22,9,-99
6,2,692,6,52,28,700,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,692,-99,20,22,11,-99
3,3,380,3,92,29,701,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,380,-99,28,12,15,-99
6,3,659,6,83,30,702,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,659,-99,19,21,29,-99
6,3,655,6,79,31,703,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,655,-99,15,21,27,-99
6,3,651,6,75,32,704,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,651,-99,11,21,25,-99
6,3,647,6,71,33,705,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,647,-99,7,21,23,-99
6,3,643,6,67,34,706,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,643,-99,3,21,21,-99
6,3,663,6,87,35,707,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,663,-99,23,21,31,-99
6,3,667,6,91,36,708,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,667,-99,27,21,33,-99
6,3,671,6,95,37,709,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,671,-99,31,21,35,-99
6,2,675,6,35,38,710,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,675,-99,3,22,21,-99
3,3,364,3,76,39,711,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,364,-99,12,12,7,-99
3,3,360,3,72,40,712,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,360,-99,8,12,5,-99
3,3,356,3,68,41,713,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,356,-99,4,12,3,-99
3,2,352,3,64,42,714,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,352,-99,0,11,17,-99
3,2,348,3,60,43,715,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,348,-99,28,11,15,-99
3,2,350,3,62,44,716,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,350,-99,30,11,16,-99
3,3,354,3,66,45,717,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,354,-99,2,12,2,-99
3,3,358,3,70,46,718,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,358,-99,6,12,4,-99
